Body 275 : -10019.014169	13505.346091	0.000000	|	-3.704815	4.587188	0.000000
Body 276 : 3626.455033	-5104.653033	0.000000	|	1.009663	-1.858271	0.000000
Body 277 : 144.760133	-2139.797532	0.000000	|	0.227262	-1.290158	0.000000
Body 278 : -405.168845	1780.888830	0.000000	|	-3.825316	2.011433	0.000000
Body 279 : -3011.690977	2781.523611	0.000000	|	-1.556749	1.113548	0.000000
Body 280 : -12449.185918	47035.212890	0.000000	|	-4.244482	15.760419	0.000000
Body 281 : -82995.914187	-57588.015039	0.000000	|	-28.146210	-19.589581	0.000000
Body 282 : -1454.614472	1505.255685	0.000000	|	-0.624837	0.472209	0.000000
Body 283 : -1220.835198	-174.517829	0.000000	|	-0.547311	-0.213650	0.000000
Body 284 : 5370.067523	2646.062095	0.000000	|	1.845007	0.674479	0.000000
Body 285 : 34990.522290	4638.191905	0.000000	|	11.637017	1.439214	0.000000
Body 286 : -4227.280723	2809.821181	0.000000	|	-1.530251	0.935470	0.000000
Body 287 : -2392.766568	153.688660	0.000000	|	-0.897608	-0.217510	0.000000
Body 288 : -4850.355086	-6026.870291	0.000000	|	-1.651715	-2.202385	0.000000
Body 289 : 33505.717055	17421.054171	0.000000	|	12.104059	6.111086	0.000000
Body 290 : -2340.247714	5403.811456	0.000000	|	-1.895289	2.232067	0.000000
Body 291 : 11205.899621	-17363.408642	0.000000	|	3.701044	-5.910142	0.000000
Body 292 : -985.515259	-2242.811964	0.000000	|	-0.409608	-1.116234	0.000000
Body 293 : -1036.213506	-1351.629802	0.000000	|	-0.522047	-0.493950	0.000000
Body 294 : 853.871858	-3774.191021	0.000000	|	0.243400	-1.582993	0.000000
Body 295 : 1245.953646	-4347.651352	0.000000	|	0.296710	-1.527155	0.000000
Body 296 : 2876.960319	83.523580	0.000000	|	1.064970	-0.124177	0.000000
Body 297 : 961.140380	1122.753347	0.000000	|	0.201628	0.549158	0.000000
Body 298 : 4381.087621	6923.655661	0.000000	|	1.715566	2.718249	0.000000
Body 299 : -3015.992803	-3031.400136	0.000000	|	-1.334229	-1.445378	0.000000
